movie_id,title,year,rated,plot,imdb_rating,imdb_id
187,Party Girl,1995,1,"A 20-something, irresponsible party girl is bailed out of jail by her librarian godmother. To repay the loan, she starts working at the library and gradually turns her life around.",6.5,tt0114095
188,The Prophecy,1995,1,"At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds an unlikely ally in an elementary school ...",6.4,tt0114194
189,Reckless,1995,3,"On Christmas Eve, a regretful husband admits to his high-spirited wife that he has hired a contract killer to take her out. She immediately flees. A nice couple offers her shelter, but everyone have dark secrets in this wacky movie.",5.2,tt0114241
190,Safe,1995,1,An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.,7.1,tt0114323
191,The Scarlet Letter,1995,1,An affair between a young woman and a pastor has disastrous consequences.,5.3,tt0114345
192,The Show,1995,,"The Kathy &amp; Mo Show: The Dark Side is a no-holds barred frank and funny look at religion, gay rights and feminism.",7.2,tt0244018
193,Showgirls,1995,5,"A mysterious young drifter who calls herself Nomi Malone hitches a ride to Las Vegas, where she finds work as a stripper and sets about clawing her way to the top of the Vegas showgirls.",5.1,tt0114436
194,Smoke,1995,1,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",7.4,tt0114478
195,Something to Talk About,1995,1,A woman's world is rocked when she discovers her husband is cheating on her.,5.7,tt0114496
196,Species,1995,1,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.,5.9,tt0114508
197,The Stars Fell on Henrietta,1995,2,A story of desperate search for oil.,6.4,tt0114534
198,Strange Days,1995,1,A black-marketeer tries to save a woman in 1999 Los Angeles.,7.2,tt0114558
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,,A young woman separated from her lover by war faces a life-altering decision.,7.8,tt0058450
200,The Tie That Binds,1995,1,John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter named Janie. John and Leann are in the process of robbing a house when the two residents of the house show up. John kills ...,5.0,tt0114666
201,Three Wishes,1995,2,"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family.",6.1,tt0114663
202,Total Eclipse,1995,1,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.",6.5,tt0114702
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,3,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town.",6.8,tt0114682
204,Under Siege 2: Dark Territory,1995,1,"Casey Ryback, is on vacation, with his recently orphaned niece to attend his brothers funeral by train but when terrorists hijack it, to use as a mobile base to hack a top secret destructive US satellite, Ryback must stop them.",5.6,tt0114781
205,Unstrung Heroes,1995,2,"When a youngster needs a break from the pressures of his parents' household, he moves in with his offbeat uncles and learns some invaluable life lessons.",6.7,tt0114798
206,Unzipped,1995,1,One of the most successful designers in high fashion plans his fall 1994 collection. Follow the behind-the-scenes look at the creative side of fashion.,6.4,tt0114805
207,A Walk in the Clouds,1995,3,"Paul Sutton, a young married soldier, befriends a pregnant lady who is petrified her father will disown her, and agrees to pose as her boyfriend. As time passes, they start growing fond of each other.",6.7,tt0114887
208,Waterworld,1995,3,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",6.3,tt0114898
209,White Man's Burden,1995,1,"In an alternative America where African-Americans and White Americans have reversed cultural roles, a white factory worker kidnaps a black factory owner for dismissing him over perceived disdain.",5.3,tt0114928
210,Wild Bill,1995,1,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.,5.8,tt0114938
211,The Browning Version,1994,1,"On the verge of forced resignation, a strict old-fashioned teacher rethinks his life.",7.2,tt0109340
212,Bushwhacked,1995,3,"Framed for murder and on the run from authorities, a sleazy courier poses as a scout leader. But he has no idea what he's in for when he must actually take charge of a group of kids on a hiking trip.",5.6,tt0112602
213,Burnt By the Sun (Utomlyonnye solntsem),1994,1,"In the USSR in 1936, shadows of Stalin's repressions fall on a famous, revolutionary hero. The accusations of him being a foreign spy are nonsense, and everyone knows that. However, a slow process of his downfall has already started.",7.8,tt0111579
214,Before the Rain (Pred dozhdot),1994,,Three interconnected stories of love under the threat of civil war in Macedonia and London.,7.8,tt0110882
215,Before Sunrise,1995,1,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",8.1,tt0112471
216,Billy Madison,1995,3,"In order to inherit his fed-up father Brian's hotel empire, immature and lazy Billy Madison must repeat grades one through twelve all over again. The further Billy progresses, the harder his hated rival Eric Gordon tries to stop him.",6.4,tt0112508
217,The Babysitter,1995,1,A teenage babysitter is the focus of two boys and a man's separate obsessions.,4.3,tt0112438
218,Boys on the Side,1995,1,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close f...",6.5,tt0112571
219,The Cure,1995,3,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",7.7,tt0112757
220,Castle Freak,1995,1,A man struggles to save his family from the strange and deadly occurrences in the castle they've inherited.,6.0,tt0112643
222,Circle of Friends,1995,3,"Three women, who've been friends since childhood, meet at university in Dublin in 1957. Student and boyfriend life begins.",6.6,tt0112679
223,Clerks,1994,1,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",7.7,tt0109445
225,Disclosure,1994,1,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",6.2,tt0109635
226,Dream Man,1995,1,Kris is a homicide cop with psychic abilities. She works to prove that the prime suspect in her latest case (the much younger husband of the millionaire victim) is innocent. But are her ...,4.7,tt0112899
227,Drop Zone,1994,1,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,5.6,tt0109676
228,Destiny Turns on the Radio,1995,1,"After 3 years in prison, Julian breaks out and returns to Vegas to get his half from the bank robbery and see Lucille again. The Devil took the loot and Tuerto took Lucille.",4.6,tt0112854
229,Death and the Maiden,1994,1,A political activist is convinced that her guest is a man who once tortured her for the government.,7.2,tt0109579
232,Eat Drink Man Woman,1994,,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,7.8,tt0111797
233,Exotica,1994,1,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away.",7.0,tt0109759
234,Exit to Eden,1994,1,"Elliot heads for the sexual fantasy island, Eden. He takes some photos of diamond smugglers. They and undercover cops want the photos and follow him to Eden.",4.3,tt0109758
235,Ed Wood,1994,1,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.,7.8,tt0109707
236,French Kiss,1995,3,A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.,6.6,tt0113117
237,Forget Paris,1995,3,"Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs.",6.5,tt0113097
238,Far From Home: The Adventures of Yellow Dog,1995,2,"Angus McCormick adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with his father, John, he and Yellow become stranded when turbulent waters capsize their boat. John a...",6.3,tt0113028
240,Hideaway,1995,1,"Family man Hatch Harrison gets a special resuscitative medicine after ""dying"" in a car accident. Afterwards, he starts having strange nightmares such as killing a teen girl. Is it just dreams?",5.3,tt0113303
241,Fluke,1995,2,"After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family.",6.6,tt0113089
244,Gumby: The Movie,1995,4,"In this offshoot of the 1950s ""claymation"" cartoon series, the crazy Blockheads threaten to ruin Gumby's benefit concert by replacing the entire city of Clokeytown with robots.",6.0,tt0113234
